iter	RMSE
408	5.245004583
409	5.242325663
410	5.239632643
411	5.236924647
412	5.234894101
413	5.23273906
414	5.230687014
415	5.228576113
416	5.226321228
417	5.223938148
418	5.221960648
419	5.220164174
420	5.218584614
421	5.21653185
422	5.213715683
423	5.212185165
424	5.209569231
425	5.208495517
426	5.206552508
427	5.20465505
428	5.202774218
429	5.201704398
430	5.199318001
431	5.197938517
432	5.196439547
433	5.194656422
434	5.19207874
435	5.189394362
436	5.18798798
437	5.186461328
438	5.183761355
439	5.182188985
440	5.17959996
441	5.177512791
442	5.175965532
443	5.174479374
444	5.171908296
445	5.169161747
446	5.1672891
447	5.164729835
448	5.163343657
449	5.161682444
450	5.1604194
451	5.158302962
452	5.155806378
453	5.153110477
454	5.151624804
455	5.149771223
456	5.147317776
457	5.1451984
458	5.144082993
459	5.142587638
460	5.141363211
461	5.139674351
462	5.138228857
463	5.135805923
464	5.134956284
465	5.133322667
466	5.131775493
467	5.130420618
468	5.128314502
469	5.126183021
470	5.124790235
471	5.123630908
472	5.122397819
473	5.121386633
474	5.11922512
475	5.118411804
476	5.11671679
477	5.114911286
478	5.114340458
479	5.112471021
480	5.110529526
481	5.108502779
482	5.106955255
483	5.104813578
484	5.103591905
485	5.102010652
486	5.100344866
487	5.09893858
488	5.097000176
489	5.095977465
490	5.093210286
491	5.091769765
492	5.090679001
493	5.089011791
494	5.086943151
495	5.085317682
496	5.083867828
497	5.081890449
498	5.080852071
499	5.07945034
500	5.07774173
501	5.076101788
502	5.073487305
503	5.071662689
504	5.070919033
505	5.069695044
506	5.068533086
507	5.067746485
508	5.066184437
509	5.064563752
510	5.063387156
511	5.062422254
512	5.060529439
513	5.059064151
514	5.05798645
515	5.056660205
516	5.055058986
517	5.052518255
518	5.050859148
519	5.049211213
520	5.04649459
521	5.044776223
522	5.043027535
523	5.041239577
524	5.040158403
525	5.039496308
526	5.037883851
527	5.036430269
528	5.035637352
529	5.034161319
530	5.033054265
531	5.032016728
532	5.030847598
533	5.029257355
534	5.027682875
535	5.026445076
536	5.025195012
537	5.024133342
538	5.02313603
539	5.021273926
540	5.019872481
541	5.018779129
542	5.017964561
543	5.016972391
544	5.015768716
545	5.01440887
546	5.013315338
547	5.011866204
548	5.010864689
549	5.009566639
550	5.008501069
551	5.006644536
552	5.005488144
553	5.003076833
554	5.002090179
555	5.00115909
556	4.999756839
557	4.998877902
558	4.997516593
559	4.996985982
560	4.99546369
561	4.993992909
562	4.991986253
563	4.990406243
564	4.988833038
565	4.98751845
566	4.986348408
567	4.986011764
568	4.98529702
569	4.98434563
570	4.983101217
571	4.98235899
572	4.981642051
573	4.98082499
574	4.980266346
575	4.978543819
576	4.977291571
577	4.976513877
578	4.97500829
579	4.973933637
580	4.972362194
581	4.970917594
582	4.968875333
583	4.967564368
584	4.966474875
585	4.965617072
586	4.963937088
587	4.962139255
588	4.960920854
589	4.960043137
590	4.959097151
591	4.958157931
592	4.956753494
593	4.955724265
594	4.95456366
595	4.953940691
596	4.952560969
597	4.951874173
598	4.950979842
599	4.949741642
600	4.948760733
601	4.94738973
602	4.945816129
603	4.94499787
604	4.944262492
605	4.942241531
606	4.941179033
607	4.940064407
608	4.939251629
609	4.937876104
610	4.937195933
611	4.936321941
612	4.934545471
613	4.933522325
614	4.931963274
615	4.930702684
616	4.929390856
617	4.928648331
618	4.927981003
619	4.926776914
620	4.926127459
621	4.925456859
622	4.92486017
623	4.923382805
624	4.921616201
625	4.919736406
626	4.918566713
627	4.918280176
628	4.917740814
629	4.91656041
630	4.91556023
631	4.913718842
632	4.912618771
633	4.91173351
634	4.91078821
635	4.909508247
636	4.908421811
637	4.90712364
638	4.905865753
639	4.905046648
640	4.90358665
641	4.902303816
642	4.901456182
643	4.900704324
644	4.900500799
645	4.899677728
646	4.898188261
647	4.897825967
648	4.896869863
649	4.895348289
650	4.894056814
651	4.893035937
652	4.892401638
653	4.891590541
654	4.890219466
655	4.88925847
656	4.888084986
657	4.886769778
658	4.885175379
659	4.884209143
660	4.88265706
661	4.881731186
662	4.879800558
663	4.878881908
664	4.877932142
665	4.876848958
666	4.875875773
667	4.874568687
668	4.873110863
669	4.872206766
670	4.870831687
671	4.869574421
672	4.868971079
673	4.867620551
674	4.867303994
675	4.866293446
676	4.865133001
677	4.863973524
678	4.863404942
679	4.862628175
680	4.861488856
681	4.860603979
682	4.859487745
683	4.858477537
684	4.857035061
685	4.856007454
686	4.854954011
687	4.854156205
688	4.853355629
689	4.851634004
690	4.850728104
691	4.849530088
692	4.848404564
693	4.847011839
694	4.846284315
695	4.845574579
696	4.844070554
697	4.843172151
698	4.841579581
699	4.841021272
700	4.840285185
701	4.839706607
702	4.838353042
703	4.837370736
704	4.836517296
705	4.835161194
706	4.83388537
707	4.83338041
708	4.83237986
709	4.830808908
710	4.829513984
711	4.82855252
712	4.827804279
713	4.826964196
714	4.825895319
715	4.824973855
716	4.823542486
717	4.822889888
718	4.822202979
719	4.820978031
720	4.82046228
721	4.819564008
722	4.818894665
723	4.818070271
724	4.817051331
725	4.816113656
726	4.815216673
727	4.814643448
728	4.814365916
729	4.813432599
730	4.812727355
731	4.811736939
732	4.811118563
733	4.8106804
734	4.809318235
735	4.808483321
736	4.807478839
737	4.806109402
738	4.805357533
739	4.804084296
740	4.803400883
741	4.801914147
742	4.801062532
743	4.799808938
744	4.798687561
745	4.797365169
746	4.79686109
747	4.795850134
748	4.795210448
749	4.794118884
750	4.793524073
751	4.792322108
752	4.79201593
753	4.791199012
754	4.790279601
755	4.789230538
756	4.788390449
757	4.787235806
758	4.786531263
759	4.785766403
760	4.783541743
761	4.782015316
762	4.780899762
763	4.780149864
764	4.779186891
765	4.777953656
766	4.777022596
767	4.776447042
768	4.775865217
769	4.774924174
770	4.773372818
771	4.772923221
772	4.77164729
773	4.770441837
774	4.769729887
775	4.76869135
776	4.767596476
777	4.766574283
778	4.765498196
779	4.765092449
780	4.76410044
781	4.762923542
782	4.762346854
783	4.761606007
784	4.761288528
785	4.760396986
786	4.759675461
787	4.758939049
788	4.758201626
789	4.757045557
790	4.755329394
791	4.75465355
792	4.752958257
793	4.751417826
794	4.750249069
795	4.749148041
796	4.748606971
797	4.747818629
798	4.74659652
799	4.745875158
800	4.7451401
801	4.744656201
802	4.744018799
803	4.743522251
804	4.742966291
805	4.742044483
806	4.741331622
807	4.740625912
808	4.73961276
809	4.738692533
810	4.738033627
811	4.737140474
812	4.736545321
813	4.735779313
814	4.73496478
815	4.734204938
816	4.733005373
817	4.731914044
818	4.730262104
819	4.72985809
820	4.729314602
821	4.728240285
822	4.727965301
823	4.72686813
824	4.726221889
825	4.725517411
826	4.724579604
827	4.723932466
828	4.722842648
829	4.721980155
830	4.721169251
831	4.720413712
832	4.719758386
833	4.719055783
834	4.718060069
835	4.717268625
836	4.7163322
837	4.716092916
838	4.714525794
839	4.713943471
840	4.713238788
841	4.711701135
842	4.711308296
843	4.710503876
844	4.709542198
845	4.708622305
846	4.707510616
847	4.706648703
848	4.705731891
849	4.705135213
850	4.704675562
851	4.702963299
852	4.702335159
853	4.701341992
854	4.700470177
855	4.699538137
856	4.698028133
857	4.697496768
858	4.696335123
859	4.695760085
860	4.69436598
861	4.693675932
862	4.692613295
863	4.691610396
864	4.690881505
865	4.689544276
866	4.687978072
867	4.686958586
868	4.686164395
869	4.685383721
870	4.685131058
871	4.68390724
872	4.683354221
873	4.682822386
874	4.682366383
875	4.681473773
876	4.681013464
877	4.680670645
878	4.679558809
879	4.679443669
880	4.677986928
881	4.676820735
882	4.675556386
883	4.674918083
884	4.674113581
885	4.672735961
886	4.67197338
887	4.671339137
888	4.670980699
889	4.670284599
890	4.669544714
891	4.668736299
892	4.668054981
893	4.667521787
894	4.666821153
895	4.666349133
896	4.665242042
897	4.664580893
898	4.66376754
899	4.662586929
900	4.662420882
901	4.661898824
902	4.66152718
903	4.660835097
904	4.660806732
905	4.659636619
906	4.659420325
907	4.658872683
908	4.658177338
909	4.657296981
910	4.657199758
911	4.656930073
912	4.656465197
913	4.656040446
914	4.655132352
915	4.653905739
916	4.65334531
917	4.653117858
918	4.651857885
919	4.650478076
920	4.649509036
921	4.648760173
922	4.64863006
923	4.64718021
924	4.646693952
925	4.645836661
926	4.644966409
927	4.644030516
928	4.643944449
929	4.642221754
930	4.641675707
931	4.641211899
932	4.639956669
933	4.638668334
934	4.638111299
935	4.637667522
936	4.637162249
937	4.636332959
938	4.635863112
939	4.634789429
940	4.634501602
941	4.633435912
942	4.632794053
943	4.631424256
944	4.630370382
945	4.628495788
946	4.628013366
947	4.62708977
948	4.625923565
949	4.625340026
950	4.624756429
951	4.624198576
952	4.623877739
953	4.622848046
954	4.622378251
955	4.621765237
956	4.620284759
957	4.619215381
958	4.618633512
959	4.617897556
960	4.616588054
961	4.615819384
962	4.61487467
963	4.614715185
964	4.613913221
965	4.613806263
966	4.612921485
967	4.612132801
968	4.611174301
969	4.610298774
970	4.609249217
971	4.609157182
972	4.608897027
973	4.608641101
974	4.607963712
975	4.6075991
976	4.606789755
977	4.605840622
978	4.605430508
979	4.604611233
980	4.603860799
981	4.602981785
982	4.602413034
983	4.601158453
984	4.600715918
985	4.600025827
986	4.599578374
987	4.598953705
988	4.598219596
989	4.598129883
990	4.597639764
991	4.597445412
992	4.597120197
993	4.596324504
994	4.595976808
995	4.595599289
996	4.59518434
997	4.594206127
998	4.594089374
999	4.592842511
